conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1949449815563325707,2025-07-27T12:40:29.000Z,0,Program Makan Bergizi Gratis hadirkan manfaat kesehatan dan kecerdasan. SDM berkualitas dimulai dari piring anak. #FaktaIndonesia #MakanBergiziGratis #DukungMakanBergiziGratis #DukungProgramMakanBergiziGratis https://t.co/RdznzvVIjn,1949449815563325707,https://pbs.twimg.com/media/Gw3WA7faQAAnEEr.jpg,,in,,0,0,0,https://x.com/NKRIBersatu3/status/1949449815563325707,1245310549132324865,NKRIBersatu3
1949449746286047633,2025-07-27T12:40:13.000Z,0,"Makan Bergizi Gratis tingkatkan fokus belajar anak. Manfaatnya: anak cerdas, sehat, SDM unggul Indonesia. #FaktaIndonesia #MakanBergiziGratis #DukungMakanBergiziGratis #DukungProgramMakanBergiziGratis https://t.co/Fan1QPidpW",1949449746286047633,https://pbs.twimg.com/media/Gw3V-fkaUAAH8G_.jpg,,in,,0,0,0,https://x.com/NilaPurnama19/status/1949449746286047633,1232571435203227648,NilaPurnama19
1949449683493179468,2025-07-27T12:39:58.000Z,0,"Manfaat Makan Bergizi Gratis tak terhingga. Gizi optimal tingkatkan kecerdasan anak, lahirkan SDM membanggakan. #FaktaIndonesia #MakanBergiziGratis #DukungMakanBergiziGratis #DukungProgramMakanBergiziGratis https://t.co/QiIzcEzZFi",1949449683493179468,https://pbs.twimg.com/media/Gw3V9V5a8AEC4hN.jpg,,in,,0,0,0,https://x.com/Fransiska567/status/1949449683493179468,1214023088737619968,Fransiska567
1949449650412691780,2025-07-27T12:39:50.000Z,0,"Program Makan Bergizi Gratis berikan manfaat nyata: anak sehat, fokus belajar, SDM unggul. Masa depan cerah dimulai dari gizi. #FaktaIndonesia #MakanBergiziGratis #DukungMakanBergiziGratis #DukungProgramMakanBergiziGratis https://t.co/3RhMTaVkLc",1949449650412691780,https://pbs.twimg.com/media/Gw3V8RCbMAA_vFz.jpg,,in,,0,0,0,https://x.com/DengRama/status/1949449650412691780,1290526263078092800,DengRama
1949449484225990836,2025-07-27T12:39:10.000Z,0,"Dukung Program Makan Bergizi gratis
#FaktaIndonesia
#MakanBergiziGratis
#DukungMakanBergiziGratis
#DukungProgramMakanBergiziGratis https://t.co/k6TggkpQLf",1949449484225990836,https://pbs.twimg.com/media/Gw3V-WVa0AAY-y5.jpg,,in,,0,0,0,https://x.com/Indonesia_Satu0/status/1949449484225990836,1615863108630728705,Indonesia_Satu0
1949447567756120566,2025-07-27T12:31:53.000Z,0,Dukung bersama Program Makan Bergizi Gratis #FaktaIndonesia #MakanBergiziGratis #DukungMakanBergiziGratis #DukungProgramMakanBergiziGratis https://t.co/swfdZ0VW2P,1949447650983735438,https://pbs.twimg.com/media/Gw3UTYRb0AAwXiW.jpg,GarrySnailpo,in,,0,0,0,https://x.com/GarrySnailpo/status/1949447650983735438,1564630530603499524,GarrySnailpo
1949447567756120566,2025-07-27T12:31:44.000Z,0,Dukung bersama Program Makan Bergizi Gratis #FaktaIndonesia #MakanBergiziGratis #DukungMakanBergiziGratis #DukungProgramMakanBergiziGratis https://t.co/2iss5ozJFt,1949447610856775685,https://pbs.twimg.com/media/Gw3URK7bcAAfDHt.jpg,GarrySnailpo,in,,0,1,0,https://x.com/GarrySnailpo/status/1949447610856775685,1564630530603499524,GarrySnailpo
1949447567756120566,2025-07-27T12:31:33.000Z,0,Dukung bersama Program Makan Bergizi Gratis #FaktaIndonesia #MakanBergiziGratis #DukungMakanBergiziGratis #DukungProgramMakanBergiziGratis https://t.co/pQ8l89zKSy,1949447567756120566,https://pbs.twimg.com/media/Gw3UOkPagAEpe6L.jpg,,in,,0,1,0,https://x.com/GarrySnailpo/status/1949447567756120566,1564630530603499524,GarrySnailpo
1949447340772974879,2025-07-27T12:31:08.000Z,0,Dukung bersama Program Makan Bergizi Gratis #FaktaIndonesia #MakanBergiziGratis #DukungMakanBergiziGratis #DukungProgramMakanBergiziGratis https://t.co/qmCDvK91ap,1949447462697275794,https://pbs.twimg.com/media/Gw3UIc3aEAAzYUV.jpg,HidupNusantara,in,,0,0,0,https://x.com/HidupNusantara/status/1949447462697275794,1564623681393131524,HidupNusantara
1949447340772974879,2025-07-27T12:30:51.000Z,0,Dukung bersama Program Makan Bergizi Gratis #FaktaIndonesia #MakanBergiziGratis #DukungMakanBergiziGratis #DukungProgramMakanBergiziGratis https://t.co/OTCTiApN4V,1949447389628227772,https://pbs.twimg.com/media/Gw3UEREa4AAR_NW.jpg,HidupNusantara,in,,0,1,0,https://x.com/HidupNusantara/status/1949447389628227772,1564623681393131524,HidupNusantara
1949447340772974879,2025-07-27T12:30:39.000Z,0,Dukung bersama Program Makan Bergizi Gratis #FaktaIndonesia #MakanBergiziGratis #DukungMakanBergiziGratis #DukungProgramMakanBergiziGratis https://t.co/H1gHzQd410,1949447340772974879,https://pbs.twimg.com/media/Gw3UBWyaYAAoDCM.jpg,,in,,0,1,0,https://x.com/HidupNusantara/status/1949447340772974879,1564623681393131524,HidupNusantara
1950569371740573976,2025-07-30T14:49:15.000Z,0,"Program Makan Bergizi Gratis hadir untuk penuhi gizi anak, meningkatkan kesehatan dan daya saing generasi muda menuju Indonesia Emas 2045!
#MakanBergiziGratis #GenerasiSehat #IndonesiaEmas https://t.co/SylvRGWqhV",1950569381702045939,https://pbs.twimg.com/media/GxHQg-lagAAwDKT.jpg,BertaniKodok,in,,0,1,0,https://x.com/BertaniKodok/status/1950569381702045939,1564445082866323456,BertaniKodok
1950562971257569652,2025-07-30T14:23:46.000Z,0,"Kapolri Targetkan Bangun 400 SPPG se-Indonesia Akhir Tahun Ini 

LAMPUNG - Kapolri Jenderal Listyo Sigit menargetkan bakal membangun 400 Satuan Pelayanan Pemenuhan Gizi (SPPG) Polri se-Indonesia, dalam rangka mendukung penuh program Makan Bergizi Gratis (MBG) https://t.co/5xXm6nNHlw",1950562971257569652,https://pbs.twimg.com/media/GxHKreLaQAAe-uB.jpg,,in,,0,0,0,https://x.com/PolresKepahiang/status/1950562971257569652,2148257166,PolresKepahiang
1950015261236396137,2025-07-30T14:22:07.000Z,1,@1toedjoean Makan bergizi gratis bukan cuma soal kasih makan tapi juga soal hak anak buat tumbuh sehat dan optimal sejak dini,1950562553723240671,,1toedjoean,in,,0,0,0,https://x.com/khaireya_/status/1950562553723240671,1929118835774525440,khaireya_
1950015261236396137,2025-07-30T14:20:55.000Z,1,@1toedjoean Gue ngerasa program makan bergizi gratis ini punya potensi gede banget buat jadi solusi nyata nurunin angka stunting di Indonesia,1950562252521980065,,1toedjoean,in,,0,0,0,https://x.com/CelineLine58004/status/1950562252521980065,1873535310262657024,CelineLine58004
1950561484045721843,2025-07-30T14:17:52.000Z,0,"Tanggulangi Dugaan Penipuan, Wali Kota Solo Respati Bakal Bentuk Tim Khusus Percepatan Program Makan Bergizi Gratis -  https://t.co/dmbrtw6Hj1 https://t.co/511gCR4VrD",1950561484045721843,https://pbs.twimg.com/media/GxHJVTyaQAA6dlN.jpg,,in,,0,0,0,https://x.com/Joglosemarnews/status/1950561484045721843,949224511508955136,Joglosemarnews
1950558719944626483,2025-07-30T14:06:53.000Z,0,Dukung program makan bergizi gratis untuk anak Indonesia Gizi baik sejak dini tingkatkan kesehatan dan daya saing generasi muda #MakanBergiziGratis https://t.co/QZ0z1jV2mp,1950558719944626483,https://pbs.twimg.com/media/GxHG0anXgAAAMSB.jpg,,in,,0,0,0,https://x.com/ravidnath/status/1950558719944626483,1366085646,ravidnath
1950550195336552633,2025-07-30T13:33:04.000Z,1,"Program Makan Bergizi Gratis: Fondasi Pondasi Masa Depan Cerah 
#MakanBergiziGratis #GenerasiSehat #IndonesiaEmas https://t.co/tIpwbcL5P4",1950550209479709007,https://pbs.twimg.com/media/GxG_E71boAIgbNy.jpg,SatriaKalteng,in,,0,0,0,https://x.com/SatriaKalteng/status/1950550209479709007,1356920265670762497,SatriaKalteng
1950550013249220871,2025-07-30T13:32:17.000Z,0,"Sergai Jadi Lokasi Percontohan Program Makan Bergizi Gratis, Kepala Komunikasi Kepresidenan RI Beri Apresiasi https://t.co/UmjTFFz0Rz",1950550013249220871,,,in,,0,0,0,https://x.com/AnwarEf98840899/status/1950550013249220871,1407181211638796289,AnwarEf98840899
1950425335578677450,2025-07-30T13:01:24.000Z,1,"@AzzamIzzulhaq pemerintah lagi nyari duit buat makan bergizi gratis kah?
nanya baik baik ya pak",1950542241480790140,,AzzamIzzulhaq,in,,0,0,0,https://x.com/totowolfz/status/1950542241480790140,1656947691115642881,totowolfz
1950540950092349951,2025-07-30T12:56:16.000Z,0,Program Makan Bergizi Gratis: Fondasi Generasi Sehat Menuju Indonesia Emas. #MakanBergiziGratis #GenerasiSehat #IndonesiaEmas https://t.co/MzfoukYvZg,1950540950092349951,https://pbs.twimg.com/media/GxG2p_masAEWmGm.jpg,,in,,0,0,0,https://x.com/Cintyax1x/status/1950540950092349951,1382502619801800708,Cintyax1x
1950538772006998257,2025-07-30T12:47:37.000Z,0,"Program Makan Bergizi Gratis: Fondasi Generasi Sehat Menuju Indonesia Emas

#MakanBergiziGratis #GenerasiSehat #IndonesiaEmas https://t.co/eEQsT8ekWy",1950538772006998257,https://pbs.twimg.com/media/GxG0rR_a8AIajiS.jpg,,in,,0,0,0,https://x.com/AlanOnniu/status/1950538772006998257,1844360750170865665,AlanOnniu
1950538300365955284,2025-07-30T12:45:46.000Z,1,"Program Makan Bergizi Gratis: Fondasi Generasi Sehat Menuju Indonesia Emas

#MakanBergiziGratis #GenerasiSehat #IndonesiaEmas https://t.co/sH4Q2bQQLc",1950538308771283396,https://pbs.twimg.com/media/GxG0QSca8AA85lT.jpg,syahdanbokas,in,,0,0,0,https://x.com/syahdanbokas/status/1950538308771283396,1864955089229922304,syahdanbokas
1950538300365955284,2025-07-30T12:45:44.000Z,1,"Program Makan Bergizi Gratis: Fondasi Generasi Sehat Menuju Indonesia Emas

#MakanBergiziGratis #GenerasiSehat #IndonesiaEmas https://t.co/4HFOXKKSS3",1950538300365955284,https://pbs.twimg.com/media/GxG0P1xakAATF2a.jpg,,in,,0,1,0,https://x.com/syahdanbokas/status/1950538300365955284,1864955089229922304,syahdanbokas
1950533758291255418,2025-07-30T12:27:41.000Z,1,Program Makan Bergizi Gratis jadi fondasi SDM unggul 2045 #MakanBergiziGratis #GenerasiSehat #IndonesiaEmas https://t.co/1NiSwg5gdu,1950533758291255418,https://pbs.twimg.com/media/GxGwGm1aMAAjchA.jpg,,in,,2,0,0,https://x.com/JokoWijaya68649/status/1950533758291255418,1836312547072577538,JokoWijaya68649
1950525701138112781,2025-07-30T11:55:40.000Z,0,Demi makan tidak bergizi ‘gratis’ 😂😂,1950525701138112781,,,in,,0,0,0,https://x.com/flyingkisshua/status/1950525701138112781,1844371138308341765,flyingkisshua
1950525249826779491,2025-07-30T11:53:53.000Z,8,"PBNU Bangun Dapur Makan Bergizi Gratis di Pesantren Purwakarta, Target 1.000 Titik di Indonesia

https://t.co/BDaEu2nFXB",1950525249826779491,,,in,,0,8,3,https://x.com/KompasTV/status/1950525249826779491,71436318,KompasTV
1950523435937153383,2025-07-30T11:46:40.000Z,1,"Gizi baik, masa depan cerah! 🌱✨
Lewat Program Makan Bergizi Gratis (MBG), Badan Gizi Nasional tak hanya tentang makanan bergizi, tapi juga membuka lapangan kerja bagi masyarakat miskin dan miskin ekstrem.
⠀
#MakanBergiziGratis #BGN #GiziUntukSemua #PemberdayaanMasyarakat https://t.co/7t5jl4SZ81",1950523435937153383,https://pbs.twimg.com/amplify_video_thumb/1950522805990404096/img/R8GkNpPOMRAMUxgY.jpg,,in,,0,1,0,https://x.com/FrasetiaHe81082/status/1950523435937153383,1765665336152739840,FrasetiaHe81082
1950523430346031599,2025-07-30T11:46:39.000Z,1,"Gizi baik, masa depan cerah! 🌱✨
Lewat Program Makan Bergizi Gratis (MBG), Badan Gizi Nasional tak hanya tentang makanan bergizi, tapi juga membuka lapangan kerja bagi masyarakat miskin dan miskin ekstrem.
⠀
#MakanBergiziGratis #BGN #GiziUntukSemua #PemberdayaanMasyarakat https://t.co/L3E8KrQujj",1950523430346031599,https://pbs.twimg.com/amplify_video_thumb/1950522804065148928/img/kEI1pJoiqim0Jtl6.jpg,,in,,0,1,0,https://x.com/beppo0412/status/1950523430346031599,1609994497555062785,beppo0412
1950521001571459244,2025-07-30T11:37:00.000Z,0,"#NASIONAL     

Makan Bergizi Gratis di Pesantren, PBNU: Kita Rencanakan SPPG di Pesantren
https://t.co/9WHXNQijjg 

#KDI #KHASANAHPETANG",1950521001571459244,,,in,,0,0,0,https://x.com/rapmafmums/status/1950521001571459244,575845599,rapmafmums
1950518688773493001,2025-07-30T11:27:48.000Z,0,"Dukung Program Makan Bergizi Gratis, Polres Lampung Utara Ground Breaking Satuan Pelayanan Pemenuhan Gizi  https://t.co/4ITBstcTks",1950518688773493001,,,in,,0,0,0,https://x.com/GerbangNus38960/status/1950518688773493001,1926571211649110016,GerbangNus38960
1950518651364487414,2025-07-30T11:27:40.000Z,0,"Rabu, 30/07/2025 - Bhabinkamtibmas Baran Aiptu Deddy, berkunjung &amp; monitoring pelaksanaan Makan Bergizi Gratis - MBG, di SMP Negeri 2 Ambarawa Kel. Baran.

#poldajateng #polressemarang #polsekambarawa #polriuntukmasyarakat #kamipolisibaik https://t.co/4S0P3apn0P",1950518651364487414,https://pbs.twimg.com/media/GxGiX4mbIAEBqTc.jpg,,in,,0,0,0,https://x.com/polsek_ambarawa/status/1950518651364487414,1701858463310295040,polsek_ambarawa
1950515480328093984,2025-07-30T11:15:03.000Z,5,"Untuk memastikan pelaksanaan program Makan Bergizi Gratis (MBG) di Kabupaten Serdang Bedagai (Sergai) berjalan maksimal, saya bersama Kepala Kantor Komunikasi Kepresidenan RI Bapak Hasan Nasbi beserta Forkopimda Pemprov Sumut dan Kabupaten Sergai, meninjau langsung realisasi https://t.co/WjLSmOT1NH",1950515480328093984,https://pbs.twimg.com/media/GxGffDxaMAALZZE.jpg,,in,,0,1,0,https://x.com/bobbynasution_/status/1950515480328093984,1219044291525234688,bobbynasution_
1950515358668034539,2025-07-30T11:14:35.000Z,0,"Program Makan Bergizi Gratis (MBG) yang merupakan program unggulan Presiden Prabowo Subianto bukan hanya untuk sekedar pemenuhan hak dasar anak Indonesia atas mendapatkan gizi yang layak,",1950515360907886772,,jumaani_nashra,in,,0,1,0,https://x.com/jumaani_nashra/status/1950515360907886772,1372370347,jumaani_nashra
1950515084670984279,2025-07-30T11:13:29.000Z,1,"Program Makan Bergizi Gratis bantu anak-anak tumbuh sehat sejak dini. Inilah fondasi menuju Indonesia Emas 2045!
#MakanBergiziGratis #GenerasiSehat #IndonesiaEmas https://t.co/LB9ZM4Es4J",1950515084670984279,https://pbs.twimg.com/media/GxGfIe8aoAE6tk0.jpg,,in,,0,0,0,https://x.com/Nan4_ecia/status/1950515084670984279,1753991718452768769,Nan4_ecia
1950511280701530146,2025-07-30T11:11:54.000Z,0,@ndrypd makan bergizi gratis,1950514686614815217,,ndrypd,in,,0,0,0,https://x.com/hurrikaze/status/1950514686614815217,1488918762040729600,hurrikaze
1950514684710564186,2025-07-30T11:11:54.000Z,0,"Program Makan Bergizi Gratis: Fondasi Generasi Sehat Menuju Indonesia Emas

#MakanBergiziGratis #GenerasiSehat #IndonesiaEmas https://t.co/WDt8PfhfAE",1950514684710564186,https://pbs.twimg.com/media/GxGexPaaMAATiF6.jpg,,in,,0,0,0,https://x.com/AtayaPranaya2/status/1950514684710564186,1356629012240494592,AtayaPranaya2
1950513826534957100,2025-07-30T11:08:31.000Z,0,"Program Makan Bergizi Gratis hadir untuk penuhi kebutuhan gizi anak sejak dini, meningkatkan kesehatan dan daya saing generasi muda. Langkah nyata menuju Indonesia Emas 2045!

#MakanBergiziGratis #GenerasiSehat #IndonesiaEmas",1950513832276996515,,MAKsahang,in,,0,1,0,https://x.com/MAKsahang/status/1950513832276996515,1603264295051022336,MAKsahang
1950513826534957100,2025-07-30T11:08:29.000Z,0,"Program Makan Bergizi Gratis hadir untuk penuhi kebutuhan gizi anak sejak dini, meningkatkan kesehatan dan daya saing generasi muda. Langkah nyata menuju Indonesia Emas 2045!

#MakanBergiziGratis #GenerasiSehat #IndonesiaEmas https://t.co/oEgqTJQ4XU",1950513826534957100,https://pbs.twimg.com/media/GxGd-qSboAAFAaZ.jpg,,in,,0,1,0,https://x.com/MAKsahang/status/1950513826534957100,1603264295051022336,MAKsahang
1950182870347055485,2025-07-30T10:52:44.000Z,0,"@tressiete00 @Me_LiverpoolFC @taibadakbau @Nihayayay Kebijakan menguntungkan Prabowo: Program Makan Bergizi Gratis kurangi malnutrisi anak; penghapusan utang UMKM, petani, nelayan ringankan beban; peningkatan gaji guru tingkatkan kualitas pendidikan; HPP gabah Rp6.500 untungkan petani; penghematan APBN efisienkan fiskal.

Kebijakan",1950509863165165772,,tressiete00,in,,0,1,0,https://x.com/grok/status/1950509863165165772,1720665183188922368,grok
1950506358845173846,2025-07-30T10:38:49.000Z,1,"Anggota Koramil 09/Mauk turut mengawal kelancaran pendistribusian Program Makan Bergizi Gratis (MBG) dari Yayasan La Tanza Sejahtera kepada siswa tingkat SD hingga SMA di wilayah Kecamatan Kemiri, Kabupaten Tangerang, Rabu (30/7/2025). https://t.co/cSJsKbQvJQ",1950506358845173846,https://pbs.twimg.com/media/GxGXMQcbYAAZdxW.jpg,,in,,0,0,0,https://x.com/PenWkr/status/1950506358845173846,1456054924375052292,PenWkr
1950505609150992460,2025-07-30T10:35:50.000Z,1,"❌ Prabowo Hentikan Program Bansos 
 
✅ • Faktanya, pemerintah masih menyalurkan program bansos seperti makan bergizi gratis, bantuan pangan nontunai (BPNT), hingga bantuan iuran jaminan kesehatan BPJS. 
   • Unggahan berisi klaim “Prabowo hentikan program bansos” merupakan https://t.co/FmGUGW3Meg",1950505609150992460,https://pbs.twimg.com/media/GxGWf_facAAFQbD.jpg,,in,,0,0,0,https://x.com/TurnBackHoax/status/1950505609150992460,803432630121218048,TurnBackHoax
1950501544442597642,2025-07-30T10:19:41.000Z,1,"Makan Bergizi Gratis (MBG) yang kembali digulirkan sebagai Program Prioritas Nasional 2026 dinilai sukses melakukan akselerasi pertumbuhan penerima manfaat. 

Hal itu diutarakan oleh Wakil Ketua Dewan Perwakilan Daerah Republik Indonesia (DPD RI) Tamsil Linrung setelah melakukan https://t.co/WcDKrpOyNk",1950501544442597642,https://pbs.twimg.com/media/GxGSzkHbsAA9GCd.jpg,,in,,1,4,0,https://x.com/tvOneNews/status/1950501544442597642,55507370,tvOneNews
1950483752662298688,2025-07-30T09:08:59.000Z,1,"Makan Bergizi Gratis di Mojokerto, Babinsa Koramil 0815/04 Puri dukung kesehatan siswa dengan semangat. #Mojokerto #Babinsa #KesehatanAnak #MakanBergizi #KetahananPangan. Simak selengkapnya disini 👇👇👇 https://t.co/6LTXxx76Kr https://t.co/SLbjPIEdMU",1950483752662298688,https://pbs.twimg.com/media/GxGCotmasAAbxgM.jpg,,in,,0,0,0,https://x.com/Pendam5/status/1950483752662298688,3193875739,Pendam5
1950475356974305582,2025-07-30T08:35:37.000Z,0,"Kodim 1430/Konut Gelar Kegiatan Makan Bergizi Gratis untuk Ribuan Siswa dan Balita di Kecamatan Andowia dan Asera

Baca selengkapnya di https://t.co/2MNOhLycbN https://t.co/VLIDZDCigE",1950475356974305582,https://pbs.twimg.com/media/GxF6_l-bUAIAGKo.jpg,,in,,0,0,0,https://x.com/Kodim1430Konut/status/1950475356974305582,1605793648032956416,Kodim1430Konut
1950474964689203231,2025-07-30T08:34:04.000Z,2,"Pastikan berjalan lancar dan aman, Babinsa Koramil 1426-04/Galesong, Kodim 1426/Takalar, Desa Kampung Beru Koptu Mustari melaksanakan pemantauan pendistribusian Makan Bergizi Gratis yang diselenggarakan oleh Satuan Pelayanan Pemenuhan Gizi (SPPG) untuk sekolah-sekolah. https://t.co/SUNzDffeRc",1950474964689203231,https://pbs.twimg.com/media/GxF6oAPbUAA51pd.jpg,,in,,0,0,0,https://x.com/takalar_kodim/status/1950474964689203231,1027033354464518144,takalar_kodim
1950249309502398713,2025-07-30T08:28:58.000Z,6,@EdwardSevino @hermionyyye Makan bergizi gratis? Serius emang kebijakan itu masih ada kah? Soalnya anak² sekolah disini disuruh bawa omprengan kosong pas besoknya udah bawa katanya ga jadi makan siang gratisnya dan sampe sekarang ga pernah ada tuh yang namanya makan bergizi gratis,1950473681408598273,,EdwardSevino,in,,0,3,0,https://x.com/rndmtxt22/status/1950473681408598273,1441367821418569735,rndmtxt22
1950472266065842504,2025-07-30T08:23:20.000Z,0,"DPR Minta BGN Perketat Pengawasan Usai Kasus Keracunan Makan Bergizi Gratis di NTT
https://t.co/Ovny73rsGH",1950472266065842504,,,in,,0,0,0,https://x.com/bicara_berita/status/1950472266065842504,1660556807419604993,bicara_berita
1950466398968586266,2025-07-30T08:00:02.000Z,0,"Kasus keracunan yang diduga berasal dari program MBG kembali menyita perhatian publik. Ratusan siswa di Kupang, NTT, mengalami gejala keracunan usai menyantap makanan MBG.

https://t.co/qgvseBzmFD

#suaramerdeka #keracunanmassal #mbg #kupang #pengawasan #badangizinasional https://t.co/UHdm4k011g",1950466398968586266,https://pbs.twimg.com/media/GxFtC9rbUAQIUkW.jpg,,in,,0,0,0,https://x.com/suaramerdeka/status/1950466398968586266,219527452,suaramerdeka
1950459446272106977,2025-07-30T07:32:24.000Z,1,"Bombana — Dalam upaya mendukung program Makan Bergizi Gratis (MBG), Babinsa Koramil 1431-03/Poleang, Serda Idil Arham, turut serta mendampingi kegiatan survey data siswa di sejumlah sekolah di wilayah Kecamatan Poleang Selatan, Kabupaten Bombana. Rabu, (30/07/2025). https://t.co/JA45wIxE3l",1950459446272106977,https://pbs.twimg.com/media/GxFsh2kbUAIc3h9.jpg,,in,,0,0,0,https://x.com/1431Kodim2004/status/1950459446272106977,1730821918033645568,1431Kodim2004
1950453440402112749,2025-07-30T07:08:32.000Z,0,"Bhabinkamtibmas Polsek Siau Barat dan Polsek Siau Timur. Melaksanakan Monitoring Kegiatan Penyaluran Program Makan Bergizi Gratis (MBG), di Wilayah Siau Barat dan Siau Timur.

#monitoringMBG 
#polreskepulauansitaro https://t.co/3iPEnlkINz",1950453440402112749,https://pbs.twimg.com/media/GxFnC4obUAEknPq.jpg,,in,,0,1,0,https://x.com/ResSitaro/status/1950453440402112749,1271824326912733184,ResSitaro
1950450822992843069,2025-07-30T06:58:08.000Z,0,"Rabu, 30 Juli 2025 Pukul 08.00 Wita di Wilayah Kodim 1408/Makassar dilaksanakan penyaluran makan bergizi gratis oleh SPPG (Satuan Pelayanan Pemenuhan Gizi) Kota Makassar. https://t.co/u0DfvumJTS",1950450822992843069,https://pbs.twimg.com/media/GxFkrtyb0AAIZ-w.jpg,,in,,0,0,0,https://x.com/Kodim1408mks_/status/1950450822992843069,1527575724520984576,Kodim1408mks_
